id,sales
3000888,64.99053009788855
3000889,59.92839695797403
3000890,96.00430601468244
3000891,2629.178990310381
3000892,59.897874971742056
3000893,669.1159907237031
3000894,66.94869889959537
3000895,1443.4515641284668
3000896,1419.814273733736
3000897,528.5826607671409
3000898,211.39093518798552
3000899,211.01448802014517
3000900,4599.1889322234365
3000901,80.01686943145319
3000902,60.933432251395004
3000903,106.34296932798017
3000904,175.5324660528415
3000905,60.27275972692354
3000906,374.0362204212393
3000907,66.72856403978042
3000908,344.46059532397464
3000909,154.1894636558351
3000910,294.48093036140074
3000911,62.72669052547786
3000912,342.82098174101304
3000913,598.7212185872729
3000914,63.137148517897856
3000915,65.69436412275417
3000916,367.1362499068812
3000917,149.51191761040124
3000918,5693.753674574935
3000919,305.5696279820367
3000920,74.41274578550522
3000921,0.0
3000922,0.0
3000923,0.0
3000924,2860.7230857675795
3000925,0.0
3000926,549.7595330907351
3000927,0.0
3000928,1359.185161804515
3000929,2318.06942006225
3000930,356.59112017064786
3000931,39.39939459149252
3000932,39.02294742365211
3000933,4988.63827657121
3000934,0.0
3000935,0.0
3000936,0.0
3000937,3.540925456348532
3000938,0.0
3000939,289.7698180972879
3000940,0.0
3000941,172.46905472748162
3000942,0.0
3000943,140.03441741941603
3000944,0.0
3000945,170.82944114451996
3000946,444.27470564528824
3000947,0.0
3000948,0.0
3000949,195.14470931038812
3000950,0.0
3000951,5065.591414961226
3000952,133.57808738554368
3000953,0.0
3000954,172.61412233132546
3000955,167.55198919141094
3000956,203.62789824811958
3000957,3298.243467488084
3000958,167.52146720517896
3000959,846.9196935751735
3000960,174.57229113303242
3000961,1726.525432906987
3000962,3281.940631418005
3000963,636.2062530005779
3000964,319.0145274214226
3000965,318.63808025358225
3000966,5373.5235753281895
3000967,187.64046166489027
3000968,168.5570244848319
3000969,249.05661687043397
3000970,283.15605828627866
3000971,167.89635196036045
3000972,551.8399232727096
3000973,174.35215627321747
3000974,452.0841875574117
3000975,226.72300058025564
3000976,384.55949494032956
3000977,170.35028275891477
3000978,450.4445739744501
3000979,706.34481082071
3000980,170.76074075133488
3000981,190.8629840106994
3000982,474.7598421403182
3000983,257.1355098438383
3000984,4169.689694939099
3000985,413.1932202154738
3000986,182.03633801894216
3000987,0.0
3000988,0.0
3000989,0.0
3000990,2750.5555902874994
3000991,0.0
3000992,562.4072311922132
3000993,0.0
3000994,1319.1977769424686
3000995,2453.532311745287
3000996,334.1487629631094
3000997,16.957037383954116
3000998,16.580590216113706
3000999,4808.290670473097
3001000,0.0
3001001,0.0
3001002,0.0
3001003,0.0
3001004,0.0
3001005,267.32746088974943
3001006,0.0
3001007,150.02669751994316
3001008,0.0
3001009,100.04703255736925
3001010,0.0
3001011,148.38708393698155
3001012,351.6522378197165
3001013,0.0
3001014,0.0
3001015,190.247379757358
3001016,0.0
3001017,4850.1537535540965
3001018,111.13573017800522
3001019,0.0
3001020,0.0
3001021,0.0
3001022,0.0
3001023,2666.8207886128303
3001024,0.0
3001025,548.8525401355773
3001026,0.0
3001027,1323.188113540341
3001028,2317.162427107093
3001029,338.1390995609819
3001030,20.94737398182656
3001031,20.570926813986148
3001032,4864.916090034494
3001033,0.0
3001034,0.0
3001035,0.0
3001036,0.0
3001037,0.0
3001038,253.7727698331136
3001039,0.0
3001040,154.01703411781565
3001041,0.0
3001042,121.58239680975007
3001043,0.0
3001044,152.377420534854
3001045,443.3677126901306
3001046,0.0
3001047,0.0
3001048,176.69268870072213
3001049,0.0
3001050,5292.769781514677
3001051,115.12606677587772
3001052,0.0
3001053,0.0
3001054,0.0
3001055,0.0
3001056,2766.09058570302
3001057,0.0
3001058,542.8521712987174
3001059,0.0
3001060,1369.8228276670059
3001061,2451.522279506299
3001062,349.68375837863016
3001063,32.492032799474885
3001064,32.11558563163453
3001065,4841.370693543126
3001066,0.0
3001067,0.0
3001068,0.0
3001069,0.0
3001070,0.0
3001071,265.31742865076194
3001072,0.0
3001073,165.56169293546395
3001074,0.0
3001075,115.5820279728901
3001076,0.0
3001077,163.92207935250238
3001078,402.2772885442539
3001079,0.0
3001080,0.0
3001081,188.23734751837048
3001082,0.0
3001083,4935.868859587651
3001084,126.67072559352604
3001085,0.0
3001086,0.0
3001087,0.0
3001088,0.0
3001089,2887.64948849984
3001090,0.0
3001091,576.6859358229963
3001092,0.0
3001093,1386.1115645367763
3001094,2450.2659887215623
3001095,365.9724952484007
3001096,48.78076966924539
3001097,30.85929484689666
3001098,5138.379872885029
3001099,0.0
3001100,0.0
3001101,0.0
3001102,0.0
3001103,0.0
