id,sales
3000888,4.0
3000889,0.0
3000890,6.0
3000891,2010.0
3000892,0.0
3000893,512.209
3000894,20.0
3000895,860.0
3000896,884.0
3000897,135.268
3000898,188.0
3000899,151.206
3000900,3117.0
3000901,14.0
3000902,1.0
3000903,38.0
3000904,44.0
3000905,0.0
3000906,195.0
3000907,8.0
3000908,38.0
3000909,30.0
3000910,122.0
3000911,4.0
3000912,373.666
3000913,201.0
3000914,2.0
3000915,12.0
3000916,261.156
3000917,65.019
3000918,4753.515
3000919,201.0
3000920,21.437
3000921,4.0
3000922,0.0
3000923,2.0
3000924,949.0
3000925,0.0
3000926,122.0
3000927,4.0
3000928,738.0
3000929,303.0
3000930,174.0
3000931,27.0
3000932,51.075
3000933,2958.0
3000934,5.0
3000935,1.0
3000936,5.0
3000937,7.0
3000938,1.0
3000939,148.0
3000940,1.0
3000941,148.0
3000942,34.0
3000943,161.0
3000944,1.0
3000945,117.904
3000946,162.588
3000947,1.0
3000948,6.0
3000949,129.033
3000950,33.0
3000951,2174.463
3000952,49.0
3000953,3.0
3000954,6.0
3000955,0.0
3000956,7.0
3000957,4470.0
3000958,0.0
3000959,743.0
3000960,9.0
3000961,2311.0
3000962,789.0
3000963,482.064
3000964,227.0
3000965,61.294
3000966,8767.266
3000967,25.0
3000968,1.0
3000969,37.0
3000970,39.0
3000971,0.0
3000972,371.0
3000973,9.0
3000974,58.0
3000975,10.0
3000976,58.0
3000977,5.0
3000978,621.6
3000979,503.0
3000980,3.0
3000981,20.0
3000982,577.82
3000983,86.84
3000984,2174.463
3000985,21.0
3000986,14.0
3000987,3.0
3000988,0.0
3000989,3.0
3000990,1171.0
3000991,0.0
3000992,173.0
3000993,14.0
3000994,652.0
3000995,642.0
3000996,193.0
3000997,29.0
3000998,42.0
3000999,3479.0
3001000,2.0
3001001,1.0
3001002,11.0
3001003,21.0
3001004,0.0
3001005,180.0
3001006,0.0
3001007,83.0
3001008,7.0
3001009,63.0
3001010,1.0
3001011,118.514
3001012,246.0
3001013,0.0
3001014,5.0
3001015,175.875
3001016,33.0
3001017,2174.463
3001018,83.0
3001019,2.0
3001020,5.0
3001021,0.0
3001022,6.0
3001023,1526.0
3001024,0.0
3001025,148.0
3001026,6.0
3001027,564.0
3001028,642.0
3001029,182.0
3001030,50.0
3001031,17.0
3001032,2066.0
3001033,0.0
3001034,0.0
3001035,6.0
3001036,17.0
3001037,0.0
3001038,112.0
3001039,2.0
3001040,49.0
3001041,5.0
3001042,58.0
3001043,4.0
3001044,117.712
3001045,225.0
3001046,0.0
3001047,2.0
3001048,56.639
3001049,16.0
3001050,2174.463
3001051,49.0
3001052,1.0
3001053,2.0
3001054,0.0
3001055,5.0
3001056,1212.0
3001057,0.0
3001058,139.0
3001059,9.0
3001060,1310.0
3001061,615.0
3001062,269.0
3001063,36.0
3001064,38.0
3001065,3039.0
3001066,1.0
3001067,1.0
3001068,12.0
3001069,32.0
3001070,0.0
3001071,274.0
3001072,0.0
3001073,75.0
3001074,7.0
3001075,73.0
3001076,2.0
3001077,161.333
3001078,262.0
3001079,0.0
3001080,3.0
3001081,48.548
3001082,110.0
3001083,2174.463
3001084,75.0
3001085,4.0
3001086,3.0
3001087,15.0
3001088,5.0
3001089,1415.0
3001090,0.0
3001091,139.0
3001092,13.0
3001093,948.0
3001094,642.0
3001095,289.0
3001096,116.0
3001097,64.419
3001098,3982.0
3001099,0.0
3001100,0.0
3001101,12.0
3001102,32.0
3001103,0.0
3001104,239.0
3001105,27.0
3001106,237.0
3001107,7.0
3001108,20.0
3001109,1.0
3001110,164.187
3001111,235.0
3001112,0.0
3001113,8.0
3001114,190.099
3001115,33.0
3001116,2873.231
3001117,237.0
3001118,4.0
3001119,2.0
3001120,0.0
3001121,2.0
3001122,1188.0
3001123,0.0
3001124,153.0
3001125,6.0
3001126,580.0
3001127,410.0
3001128,156.0
3001129,174.0
3001130,31.0
3001131,2106.0
3001132,0.0
3001133,0.0
3001134,7.0
3001135,6.0
3001136,0.0
3001137,149.0
3001138,0.0
3001139,128.0
3001140,7.0
3001141,39.42
3001142,3.0
3001143,63.214
3001144,225.0
3001145,1.0
3001146,1.0
3001147,89.392
3001148,56.0
3001149,2873.231
3001150,128.0
3001151,0.0
3001152,7.0
3001153,0.0
3001154,2.0
3001155,3736.0
3001156,0.0
3001157,238.0
3001158,2.0
3001159,1083.0
3001160,972.0
3001161,453.0
3001162,132.0
3001163,123.0
3001164,4311.0
3001165,8.0
3001166,1.0
3001167,17.0
3001168,19.0
3001169,0.0
3001170,250.0
3001171,4.0
3001172,250.0
3001173,34.0
3001174,211.0
3001175,5.0
3001176,248.06999
3001177,177.0
3001178,0.0
3001179,14.0
3001180,336.954
3001181,52.0
3001182,3146.355
3001183,250.0
3001184,8.0
3001185,0.0
3001186,0.0
3001187,3.0
3001188,2508.0
3001189,0.0
3001190,603.0
3001191,0.0
3001192,795.0
3001193,729.0
3001194,165.848
3001195,184.0
3001196,48.0
3001197,2799.305
3001198,0.0
3001199,0.0
3001200,21.0
3001201,13.0
3001202,0.0
3001203,183.0
3001204,0.0
3001205,183.0
3001206,12.0
3001207,158.0
3001208,0.0
3001209,0.0
3001210,248.0
3001211,0.0
3001212,0.0
3001213,193.995
3001214,78.0
3001215,3146.355
3001216,49.0
3001217,0.0
3001218,9.0
3001219,0.0
3001220,3.0
3001221,2325.0
3001222,0.0
